"title","company","location","link","description","category"
"Data Scientist: Level 3","Themesoft Inc","Remote or Columbus, Ohio","https://www.dice.com/job-detail/fe309d4b-8918-4e53-81e8-9df5be33abc1","Themesoft Inc

Easy Apply
Data Scientist: Level 3

Remote or Columbus, Ohio

•

Today

Job Title: Data Scientist: Level 3 Location: 100% Remote Description: As a Data Scientist you will join a team of data scientists, AI researchers, software developers, and psychometricians who provide technical and scientific leadership for some of our most important strategic efforts companywide. You will be actively and cross-functionally involved in the entire AI/ML model development lifecycle from design to deployment. You will help design, develop, validate, operationalize, and monitor AI

Full-time, Part-time, Contract, Third Party

USD 90-94","Boston AI"
"Associate Fraud Strategy Data Scientist","AIT Global, Inc.","Remote","https://www.dice.com/job-detail/f9449778-90c0-4f9d-b60a-4774d0951257","AIT Global, Inc.

Easy Apply
Associate Fraud Strategy Data Scientist

Remote

•

Today

Job Title: Associate Fraud Strategy Data Scientist Location: Remote Job Description: We are looking for a talented, enthusiastic and dedicated person to support the Fraud Risk Strategy team. The incumbent will be responsible for supporting key projects associated with fraud detection, risk analysis and loss mitigation at Bill.com. This position requires a person who has experience with performing analytics, refining risk strategies, and developing predictive algorithms preferably in the risk

Contract","Boston AI"
"Remote Senior Data Scientist","Infinite Computer Solutions (ICS)","Remote","https://www.dice.com/job-detail/57d311bf-3f04-4f3c-b2c4-13403672a545","Infinite Computer Solutions (ICS)

Easy Apply
Remote Senior Data Scientist

Remote

•

14d ago

About Infinite: InfiniteisagloballeaderindigitalengineeringandITservices,withover20yearsofexperiencedrivingdigitaltransformation.WepartnerwithleadingFortune1000companiestodeliverinnovative,scalabletechnologysolutionsthatacceleratebusinessoutcomes. Withdeepexpertiseintelecommunications,healthcare,banking,andfinance,Infinitehelpsorganizationsoptimizeandmodernizetheirtechnologylandscapestoachievelong-termgrowthandefficiency. Job Description: Has a strong baseline technical toolset (Python, Azure/A

Full-time

Depends on Experience","Boston AI"
"Job Title: Senior Data Scientist (12+ Years Experience)","Virtuous Tech Inc","Remote or Hybrid in Alexandria, Virginia","https://www.dice.com/job-detail/ad005ea4-dcff-4131-9003-6a9436dc8ea7","Virtuous Tech Inc

Easy Apply
Job Title: Senior Data Scientist (12+ Years Experience)

Remote or Hybrid in Alexandria, Virginia

•

29d ago

Job Summary: We are seeking a highly experienced and results-driven Senior Data Scientist with a minimum of 12 years of relevant industry experience. The ideal candidate will have a strong foundation in data analytics, statistical modeling, machine learning, and big data technologies. This role requires deep technical expertise and the ability to lead complex projects that drive business innovation and strategic insights. Key Responsibilities: Lead end-to-end data science projects from problem f

Contract

Depends on Experience","Boston AI"
"Full Time Azure Graph Data Scientist -Remote","Arkhya Tech","Remote or Hybrid","https://www.dice.com/job-detail/015b0b92-6f4d-40b4-ba1b-fbc6eb718069","Arkhya Tech

Easy Apply
Full Time Azure Graph Data Scientist -Remote

Remote or Hybrid

•

Today

Role: Azure Graph Data Scientist Location: Remote Job Type: Full Time Job Description: We are seeking an experienced Azure Graph Data Scientist to design, analyze, and interpret complex graph-based datasets, delivering actionable insights that drive strategic business decisions. The ideal candidate will have a deep understanding of graph databases, advanced analytics, and Azure cloud services, with expertise in leveraging graph algorithms for predictive modeling and knowledge discovery. Res

Full-time

$DOE","Boston AI"
"Senior Level Data Scientist, CA, REMOTE, 12+ Months","Amtex Enterprises","Remote","https://www.dice.com/job-detail/6d970b7a-1ad4-416a-879e-d6d3e94f4aaa","Amtex Enterprises

Easy Apply
Senior Level Data Scientist, CA, REMOTE, 12+ Months

Remote

•

23d ago

Senior Level Data Scientist Los Angeles, CA - REMOTE 12 Months Ideal candidate will have extensive Machine Learning experience. Job Summary: We are seeking a highly skilled Senior Data Scientist (Contractor) to join our team. This role will focus on developing and deploying advanced AI/ML models to drive key business decisions. The ideal candidate will have extensive experience in machine learning, data engineering, and cloud computing, with a proven ability to deliver impactful solutions. As a

Contract, Third Party

Depends on Experience","Boston AI"
"Data Scientist (AI, Big Data, SQL, Python) - W2 Only - REMOTE","Resource Point LLc","Remote","https://www.dice.com/job-detail/06804a58-c013-4eed-8688-fcaa4c58f9bd","Resource Point LLc

Easy Apply
Data Scientist (AI, Big Data, SQL, Python) - W2 Only - REMOTE

Remote

•

29d ago

Job Title: Data Scientist (AI, Big Data, SQL, Python) - W2 Only - REMOTE Location: Minneapolis, MN Duration: 12+ Months Description: Our audit and governance functions require a centralized data leader who can: Architect scalable, secure, compliant data pipelines Translate complex datasets into actionable insights for regulatory and operational decisions Build intuitive, low-maintenance tools that empower non-technical users across the PA experience Responsibilities: Data Collection & Cleaning -

Contract

Depends on Experience","Boston AI"
"Assistant Vice President, Cognitive Engineering Products and Services (Gen AI)","Navy Federal Credit Union","Hybrid in Vienna, Virginia","https://www.dice.com/job-detail/a63c010e-6015-4849-9637-00bcecafba8c","Navy Federal Credit Union

Apply Now
Assistant Vice President, Cognitive Engineering Products and Services (Gen AI)

Hybrid in Vienna, Virginia

•

Today

Overview The Assistant Vice President (AVP) of Cognitive Engineering is a senior leader within the Enterprise Data and Information Management (EDIM) organization, responsible for shaping and executing Navy Federal Credit Union's enterprise strategy for data science, advanced analytics, and applied artificial intelligence (AI). This key role leads the AI Center for Enablement, driving innovation, operational excellence, and the development of scalable AI capabilities. AVP plays a pivotal role in

Sponsored

Full-time","Other US AI"
"AI Business Analyst","Rize Federal Credit Union","Hybrid in Baldwin Park, California","https://www.dice.com/job-detail/2900950a-d075-4c7e-a460-30a130fb3ece","Rize Federal Credit Union

Apply Now
AI Business Analyst

Hybrid in Baldwin Park, California

•

22d ago

We're Looking For an AI Business Analyst!Are you passionate about turning cutting-edge AI into real-world impact? We re looking for an AI Business Analyst to help shape the future of how our organization uses AI. As a founding member of our AI team, you'll bridge technology and business, designing solutions that transform the way we work and deliver value to our members.This is a role for a creative problem solver who can see both the big picture and the fine details someone who loves asking the

Sponsored

Full-time

$82,000 - $110,000","Other US AI"
"AI Architect Agentic AI & MCP","American IT Systems","Hybrid in Plano, Texas","https://www.dice.com/job-detail/9dd66ef6-6666-43d3-9f0d-b8b0fcabe364","American IT Systems

Easy Apply
AI Architect Agentic AI & MCP

Hybrid in Plano, Texas

•

Today

Job Title: AI Architect Agentic AI & MCP Location: Plano, TX (Hybrid), Type: Contract Duration: 9 months (with possible extension) Job Description: We are seeking a highly experienced AI Architect to lead the design and development of intelligent, agent-driven architectures using Agentic AI paradigms and emerging interoperability standards like Model Context Protocol (MCP). The ideal candidate will have a deep understanding of large language models (LLMs), multi-agent systems, orchestration fram

Contract, Third Party

$80 - $90","Other US AI"
"Technical Fellow-Artificial Intelligence (Computer Vision/LLMs/VLMs)","General Motors","Hybrid in Austin, Texas","https://www.dice.com/job-detail/31b1c1ef-bdb7-4914-badf-bc9886951f88","General Motors

Apply Now
Technical Fellow-Artificial Intelligence (Computer Vision/LLMs/VLMs)

Hybrid in Austin, Texas

•

Today

Job Description Workplace Classification: Hybrid: This role is categorized as hybrid. This means the candidate is expected to report to their primary work location three times per week, at minimum, or other frequency dictated by the business. The Team: You'll join GM's Vision and Automation Services (VAAS) group, where we're building real-time AI applications that impact safety, quality, and productivity across global plants. This is your chance to work on high-impact solutions - from roboti

Full-time

USD 234,000.00 - 358,500.00 per year","Other US AI"
"Software Developer-Test Engineering (Non AI)","General Motors","Hybrid in Mountain View, California","https://www.dice.com/job-detail/6fd34f2e-4f75-4110-b97e-677b33faac5f","General Motors

Apply Now
Software Developer-Test Engineering (Non AI)

Hybrid in Mountain View, California

•

Today

Job Description Hybrid: This role is categorized as hybrid. This means the successful candidate is expected to report to Mountain View, CA three times per week, at minimum. The Role The Software Test Engineer will perform reviews of business and software requirements, design verification plans, execute tests, log defects, and report test metrics and test status to the project teams. This role requires a deep experience in software test strategy and automation, creation of test process deliver

Full-time

USD 128,000.00 - 196,000.00 per year","Other US AI"
"AI Engineer/Architect","Enterprise Minds","Remote","https://www.dice.com/job-detail/72a608bd-9c96-4cf1-a1aa-955a6e7aaaa5","Enterprise Minds

Easy Apply
AI Engineer/Architect

Remote

•

Today

We are looking for an AI Engineer. Design and Implement AI Solutions: Architect, design, and deploy end-to-end conversational AI agents and virtual assistants on the Google Cloud Platform platform.Platform Expertise: Utilize a deep knowledge of Google Cloud Platform AI technologies, including Vertex AI, Dialogflow CX, Conversational AI (CCAI), and related services.Tune and optimize NLU (Natural Language Understanding) models and AI agent performance through data analysis and iterative refinement

Contract

$60 - $65","Other US AI"
"GEN AI ENGINEER","Clover Solutions LLC","Concord, California","https://www.dice.com/job-detail/e1471dc6-5508-4e53-bfe2-5a0b5c073c18","Clover Solutions LLC

Easy Apply
GEN AI ENGINEER

Concord, California

•

Today

Job Title: Gen AI Engineer Locations:St. Concord California (3 Days Onsite Every Week) Required Qualifications Proficiency in Python, LangChain, and ADK (AI Development Kit).Hands-on experience with observability tools and practices (e.g., logging, tracing, metrics).Proven track record of building and deploying GenAI solutions in real-world business contexts.Ability to work independently and collaboratively in a fast-paced environment. Nice to Haves: Experience with Google Cloud Platform (Goog

Contract

Depends on Experience","Other US AI"
"Engineering Group Manager, AI and Machine Learning","General Motors","Hybrid in Milford, Michigan","https://www.dice.com/job-detail/7d5d5c92-3b36-44b5-af11-b6144b3c68fc","General Motors

Apply Now
Engineering Group Manager, AI and Machine Learning

Hybrid in Milford, Michigan

•

Today

Job Description Hybrid: This means the successful candidate is expected to report to their primary location (Milford, MI) three times per week, at minimum. Relocation: This job may be eligible for relocation benefits. The Role: Join GM's Vehicle Mechatronic Embedded Controls (VMEC) team within the Software and Services organization, where we develop and release control software and calibrations that drive the entire vehicle. From internal combustion engines and hybrid drive units to high-voltag

Full-time","Other US AI"
"Enterprise Architect - Data, AI","Fisher Investments","Camas, Washington","https://www.dice.com/job-detail/a524f71e-de80-4b49-a29d-ad1b47dd828f","Fisher Investments

Apply Now
Enterprise Architect - Data, AI

Camas, Washington

•

Today

Overview It's an exciting time to join Fisher Investments! We're continuing to invest in the future of our firm's technology and information security. Our business is growing internationally, which emphasizes the need to build an unparalleled global team that inspires future scale through strategic solutions, innovation, mentoring, and tight knit teamwork. The Opportunity: The Enterprise Architect will develop data architecture across the organization, providing expertise, and resolving confl

Full-time

USD 200,000.00 - 235,000.00 per year","Other US AI"
"Frontend Senior Software Engineer - Generative AI Applications","Adobe Systems","Lehi, Utah","https://www.dice.com/job-detail/83cded90-0cd8-4dd2-b96d-5e65cc76b650","Adobe Systems

Apply Now
Frontend Senior Software Engineer - Generative AI Applications

Lehi, Utah

•

Today

Our Company Changing the world through digital experiences is what Adobe's all about. We give everyone-from emerging artists to global brands-everything they need to design and deliver exceptional digital experiences! We're passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen. We're on a mission to hire the very best and are committed to creating exceptional employee experiences wher

Full-time

USD 133,900.00 - 242,000.00 per year","Other US AI"
"Chief AI Officer","University of North Carolina System","Hybrid in Raleigh, North Carolina","https://www.dice.com/job-detail/dbb2d060-a21e-4ecf-8486-9ecc3240277b","University of North Carolina System

Apply Now
Chief AI Officer

Hybrid in Raleigh, North Carolina

•

28d ago

Chief AI Officer About the Opportunity The Chief Artificial Intelligence Officer (CAIO) provides strategic vision, executive leadership, and operational oversight to position the University of North Carolina System as a national leader in the responsible, ethical, and innovative use of Artificial Intelligence (AI). Reporting directly to the Chief Operating Officer (COO), the CAIO is responsible for identifying, planning, and implementing system-wide AI initiatives that enhance administrative eff

Full-time

Depends on Experience","Other US AI"
"AI/ML Engineer (Machine Learning Engineer)","Source Code Technologies LLC","Hybrid in Austin, Texas","https://www.dice.com/job-detail/5097dfb5-09e3-4b6b-a860-18557b3a839a","Source Code Technologies LLC

Easy Apply
AI/ML Engineer (Machine Learning Engineer)

Hybrid in Austin, Texas

•

Today

Role: AI/ML Engineer (Machine Learning Engineer)Location: Austin, TX (Hybrid Onsite)Requirement: Must be Ex-AppleWork Authorization: No / s Key Skills RequiredAgentic AI LLM Fine-Tuning Multi-Agent Systems Machine Learning Python

Third Party, Contract

Depends on Experience","Other US AI"
"Principal Machine Learning Engineer - AI Research","General Motors","Hybrid in Mountain View, California","https://www.dice.com/job-detail/d2920397-517c-4057-97f9-a3ffad6b5bab","General Motors

Apply Now
Principal Machine Learning Engineer - AI Research

Hybrid in Mountain View, California

•

Today

Job Description Our AI Research team, reporting directly to the Chief AI Officer, is pioneering how cutting-edge machine learning can transform the way vehicles are designed, manufactured, and experienced. We are building the next generation of intelligent systems-integrating multimodal foundation models, generative AI, and robotics into real-world automotive innovation at global scale. As a Principal Machine Learning Engineer - AI Research, you will serve as a senior technical leader guiding G

Full-time

USD 259,000.00 - 320,000.00 per year","Other US AI"
"Sr Staff DevOps Engineer (Protect AI Platform)","PaloAlto Networks","Seattle, Washington","https://www.dice.com/job-detail/339222b8-c8e9-472d-a85e-b6a1ae3dc3e3","PaloAlto Networks

Apply Now
Sr Staff DevOps Engineer (Protect AI Platform)

Seattle, Washington

•

Today

Company Description Our Mission At Palo Alto Networks everything starts and ends with our mission: Being the cybersecurity partner of choice, protecting our digital way of life. Our vision is a world where each day is safer and more secure than the one before. We are a company built on the foundation of challenging and disrupting the way things are done, and we're looking for innovators who are as committed to shaping the future of cybersecurity as we are. Who We Are We take our mission of

Full-time

USD 126,000.00 - 203,500.00 per year","Other US AI"
"Digital Solution Engineer - Cloud & AI Data","Microsoft Corporation","Texas","https://www.dice.com/job-detail/a8530df6-a5fc-49cc-a902-5691a5b54b9e","Microsoft Corporation

Apply Now
Digital Solution Engineer - Cloud & AI Data

Texas

•

Today

At Microsoft, our mission is to empower every person and organization on the planet to achieve more. As a Digital Solution Engineer - Cloud & AI Data in the Microsoft Elevate team, you will have the unique opportunity to combine purpose with cutting-edge technology. In this role, you'll partner with social impact organizations-from not-for-profits, non-government organizations to social enterprises- you'll help them amplify their societal and environmental impact through AI and Cloud innovation.

Full-time

USD 40.91 - 81.63 per hour","Other US AI"
"Cloud Solution Architect Manager - AI Business Solutions and Security","Microsoft Corporation","Washington, District of Columbia","https://www.dice.com/job-detail/2bc01024-6bf8-469a-840b-19506295edd4","Microsoft Corporation

Apply Now
Cloud Solution Architect Manager - AI Business Solutions and Security

Washington, District of Columbia

•

Today

Join Microsoft's US Public Sector Industries DIB Team-where mission meets innovation. The Defense Industrial Base (DIB) Operating Unit (OU) is a newly formed team with a bold mission: to consolidate, simplify, and accelerate Microsoft's presence across the DIB landscape. This expansive network includes over 100,000 organizations specializing in manufacturing, aviation, cybersecurity, and more-all united in their support of all Federal Agencies, including the U.S. Department of Defense and other

Full-time

USD 130,900.00 - 251,900.00 per year","Other US AI"
"Lead AI Software Architect","Microsoft Corporation","Redmond, Washington","https://www.dice.com/job-detail/9b2fdcbd-0a9e-40d5-b19a-1967a39f1a8a","Microsoft Corporation

Apply Now
Lead AI Software Architect

Redmond, Washington

•

Today

Do you want to be at the forefront of innovating the latest Inference systems to propel Microsoft's cloud growth? Are you seeking a unique career opportunity that combines technical capabilities, cross team collaboration, with business insight and strategy? Microsoft's mission is to empower every person and every organization on the planet to achieve more. As employees, we come together with a growth mindset, innovate to empower others, and collaborate to achieve our shared goals. Each day we b

Full-time

USD 163,000.00 - 296,400.00 per year","Other US AI"
"Senior AI/SW Engineer (Orlando)","Lockheed Martin Corporation","Orlando, Florida","https://www.dice.com/job-detail/cf244bcf-b7c9-446c-a24a-41b48a56daa4","Lockheed Martin Corporation

Apply Now
Senior AI/SW Engineer (Orlando)

Orlando, Florida

•

Today

Job Description Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly skilled and motivated individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to deployment, and contribute to the developmen

Full-time

USD 104,900.00 - 184,920.00 per year","Other US AI"
"A/AI Research Engineer Mgr","Lockheed Martin Corporation","Cope, Colorado","https://www.dice.com/job-detail/cf5bc352-ac79-4479-bb03-f6a67748d6a6","Lockheed Martin Corporation

Apply Now
A/AI Research Engineer Mgr

Cope, Colorado

•

Today

Job Description Are you a visionary leader with a passion for artificial intelligence, machine learning, and full stack engineering? Do you have a proven track record of driving innovation and delivering results in a fast-paced environment? The Lockheed Martin Artificial Intelligence Center (LAIC) - AI Consulting team is seeking a highly experienced Technical Manager to lead a team of AI/ML engineers in the development and deployment of artificial intelligence and machine learning solutions. Th

Full-time

USD 150,800.00 - 265,880.00 per year","Other US AI"
"Principal AI Engineering Manager","Microsoft Corporation","Redmond, Washington","https://www.dice.com/job-detail/c63334fc-6d25-40f7-bb53-f8a7122578b0","Microsoft Corporation

Apply Now
Principal AI Engineering Manager

Redmond, Washington

•

Today

Security represents the most critical priorities for our customers in a world awash in digital threats, regulatory scrutiny, and estate complexity. Microsoft Security aspires to make the world a safer place for all. We want to reshape security and empower every user, customer, and developer with a security cloud that protects them with end to end, simplified solutions. The Microsoft Security organization accelerates Microsoft's mission and bold ambitions to ensure that our company and industry i

Full-time

USD 163,000.00 - 296,400.00 per year","Other US AI"
"Director, Software Engineering - Enterprise AI for Operations","Travelers","Hybrid in Hartford, Connecticut","https://www.dice.com/job-detail/1f568b6f-3642-458b-b70a-a0492cb04ae0","Travelers

Apply Now
Director, Software Engineering - Enterprise AI for Operations

Hybrid in Hartford, Connecticut

•

Today

Who Are We? Taking care of our customers, our communities and each other. That's the Travelers Promise. By honoring this commitment, we have maintained our reputation as one of the best property casualty insurers in the industry for over 160 years. Join us to discover a culture that is rooted in innovation and thrives on collaboration. Imagine loving what you do and where you do it. Compensation Overview The annual base salary range provided for this position is a nationwide market range and re

Full-time

USD 135,700.00 - 223,900.00 per year","Other US AI"
"Principal Software Engineer- Teams AI","Microsoft Corporation","Mountain View, California","https://www.dice.com/job-detail/ecea3619-9743-4563-a111-4a8613a346be","Microsoft Corporation

Apply Now
Principal Software Engineer- Teams AI

Mountain View, California

•

Today

Microsoft Teams is the new chat-based application in Office 365. It's a hub for teamwork, giving teams instant access to everything they need right in Office 365. Microsoft Teams is the canvas that keeps all your content, tools, people, and conversations together in one place. It is the hottest product at Microsoft and we're on course to disrupt the team collaboration space. You will also have the opportunity to work on generative AI, LLM, and world class AI stack that power Team's Copilot and o

Full-time

USD 139,900.00 - 274,800.00 per year","Other US AI"
"Assistant Vice President, Cognitive Engineering Products and Services (Gen AI)","Navy Federal Credit Union","Hybrid in Vienna, Virginia","https://www.dice.com/job-detail/a63c010e-6015-4849-9637-00bcecafba8c","Navy Federal Credit Union

Apply Now
Assistant Vice President, Cognitive Engineering Products and Services (Gen AI)

Hybrid in Vienna, Virginia

•

Today

Overview The Assistant Vice President (AVP) of Cognitive Engineering is a senior leader within the Enterprise Data and Information Management (EDIM) organization, responsible for shaping and executing Navy Federal Credit Union's enterprise strategy for data science, advanced analytics, and applied artificial intelligence (AI). This key role leads the AI Center for Enablement, driving innovation, operational excellence, and the development of scalable AI capabilities. AVP plays a pivotal role in

Sponsored

Full-time","Other US AI"
"AI Business Analyst","Rize Federal Credit Union","Hybrid in Baldwin Park, California","https://www.dice.com/job-detail/2900950a-d075-4c7e-a460-30a130fb3ece","Rize Federal Credit Union

Apply Now
AI Business Analyst

Hybrid in Baldwin Park, California

•

22d ago

We're Looking For an AI Business Analyst!Are you passionate about turning cutting-edge AI into real-world impact? We re looking for an AI Business Analyst to help shape the future of how our organization uses AI. As a founding member of our AI team, you'll bridge technology and business, designing solutions that transform the way we work and deliver value to our members.This is a role for a creative problem solver who can see both the big picture and the fine details someone who loves asking the

Sponsored

Full-time

$82,000 - $110,000","Other US AI"
"AI Architect Agentic AI & MCP","American IT Systems","Hybrid in Plano, Texas","https://www.dice.com/job-detail/9dd66ef6-6666-43d3-9f0d-b8b0fcabe364","American IT Systems

Easy Apply
AI Architect Agentic AI & MCP

Hybrid in Plano, Texas

•

Today

Job Title: AI Architect Agentic AI & MCP Location: Plano, TX (Hybrid), Type: Contract Duration: 9 months (with possible extension) Job Description: We are seeking a highly experienced AI Architect to lead the design and development of intelligent, agent-driven architectures using Agentic AI paradigms and emerging interoperability standards like Model Context Protocol (MCP). The ideal candidate will have a deep understanding of large language models (LLMs), multi-agent systems, orchestration fram

Contract, Third Party

$80 - $90","Other US AI"
"Technical Fellow-Artificial Intelligence (Computer Vision/LLMs/VLMs)","General Motors","Hybrid in Austin, Texas","https://www.dice.com/job-detail/31b1c1ef-bdb7-4914-badf-bc9886951f88","General Motors

Apply Now
Technical Fellow-Artificial Intelligence (Computer Vision/LLMs/VLMs)

Hybrid in Austin, Texas

•

Today

Job Description Workplace Classification: Hybrid: This role is categorized as hybrid. This means the candidate is expected to report to their primary work location three times per week, at minimum, or other frequency dictated by the business. The Team: You'll join GM's Vision and Automation Services (VAAS) group, where we're building real-time AI applications that impact safety, quality, and productivity across global plants. This is your chance to work on high-impact solutions - from roboti

Full-time

USD 234,000.00 - 358,500.00 per year","Other US AI"
"Software Developer-Test Engineering (Non AI)","General Motors","Hybrid in Mountain View, California","https://www.dice.com/job-detail/6fd34f2e-4f75-4110-b97e-677b33faac5f","General Motors

Apply Now
Software Developer-Test Engineering (Non AI)

Hybrid in Mountain View, California

•

Today

Job Description Hybrid: This role is categorized as hybrid. This means the successful candidate is expected to report to Mountain View, CA three times per week, at minimum. The Role The Software Test Engineer will perform reviews of business and software requirements, design verification plans, execute tests, log defects, and report test metrics and test status to the project teams. This role requires a deep experience in software test strategy and automation, creation of test process deliver

Full-time

USD 128,000.00 - 196,000.00 per year","Other US AI"
"AI Engineer/Architect","Enterprise Minds","Remote","https://www.dice.com/job-detail/72a608bd-9c96-4cf1-a1aa-955a6e7aaaa5","Enterprise Minds

Easy Apply
AI Engineer/Architect

Remote

•

Today

We are looking for an AI Engineer. Design and Implement AI Solutions: Architect, design, and deploy end-to-end conversational AI agents and virtual assistants on the Google Cloud Platform platform.Platform Expertise: Utilize a deep knowledge of Google Cloud Platform AI technologies, including Vertex AI, Dialogflow CX, Conversational AI (CCAI), and related services.Tune and optimize NLU (Natural Language Understanding) models and AI agent performance through data analysis and iterative refinement

Contract

$60 - $65","Other US AI"
"GEN AI ENGINEER","Clover Solutions LLC","Concord, California","https://www.dice.com/job-detail/e1471dc6-5508-4e53-bfe2-5a0b5c073c18","Clover Solutions LLC

Easy Apply
GEN AI ENGINEER

Concord, California

•

Today

Job Title: Gen AI Engineer Locations:St. Concord California (3 Days Onsite Every Week) Required Qualifications Proficiency in Python, LangChain, and ADK (AI Development Kit).Hands-on experience with observability tools and practices (e.g., logging, tracing, metrics).Proven track record of building and deploying GenAI solutions in real-world business contexts.Ability to work independently and collaboratively in a fast-paced environment. Nice to Haves: Experience with Google Cloud Platform (Goog

Contract

Depends on Experience","Other US AI"
"Engineering Group Manager, AI and Machine Learning","General Motors","Hybrid in Milford, Michigan","https://www.dice.com/job-detail/7d5d5c92-3b36-44b5-af11-b6144b3c68fc","General Motors

Apply Now
Engineering Group Manager, AI and Machine Learning

Hybrid in Milford, Michigan

•

Today

Job Description Hybrid: This means the successful candidate is expected to report to their primary location (Milford, MI) three times per week, at minimum. Relocation: This job may be eligible for relocation benefits. The Role: Join GM's Vehicle Mechatronic Embedded Controls (VMEC) team within the Software and Services organization, where we develop and release control software and calibrations that drive the entire vehicle. From internal combustion engines and hybrid drive units to high-voltag

Full-time","Other US AI"
"Enterprise Architect - Data, AI","Fisher Investments","Camas, Washington","https://www.dice.com/job-detail/a524f71e-de80-4b49-a29d-ad1b47dd828f","Fisher Investments

Apply Now
Enterprise Architect - Data, AI

Camas, Washington

•

Today

Overview It's an exciting time to join Fisher Investments! We're continuing to invest in the future of our firm's technology and information security. Our business is growing internationally, which emphasizes the need to build an unparalleled global team that inspires future scale through strategic solutions, innovation, mentoring, and tight knit teamwork. The Opportunity: The Enterprise Architect will develop data architecture across the organization, providing expertise, and resolving confl

Full-time

USD 200,000.00 - 235,000.00 per year","Other US AI"
"Frontend Senior Software Engineer - Generative AI Applications","Adobe Systems","Lehi, Utah","https://www.dice.com/job-detail/83cded90-0cd8-4dd2-b96d-5e65cc76b650","Adobe Systems

Apply Now
Frontend Senior Software Engineer - Generative AI Applications

Lehi, Utah

•

Today

Our Company Changing the world through digital experiences is what Adobe's all about. We give everyone-from emerging artists to global brands-everything they need to design and deliver exceptional digital experiences! We're passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen. We're on a mission to hire the very best and are committed to creating exceptional employee experiences wher

Full-time

USD 133,900.00 - 242,000.00 per year","Other US AI"
"Chief AI Officer","University of North Carolina System","Hybrid in Raleigh, North Carolina","https://www.dice.com/job-detail/dbb2d060-a21e-4ecf-8486-9ecc3240277b","University of North Carolina System

Apply Now
Chief AI Officer

Hybrid in Raleigh, North Carolina

•

28d ago

Chief AI Officer About the Opportunity The Chief Artificial Intelligence Officer (CAIO) provides strategic vision, executive leadership, and operational oversight to position the University of North Carolina System as a national leader in the responsible, ethical, and innovative use of Artificial Intelligence (AI). Reporting directly to the Chief Operating Officer (COO), the CAIO is responsible for identifying, planning, and implementing system-wide AI initiatives that enhance administrative eff

Full-time

Depends on Experience","Other US AI"
"AI/ML Engineer (Machine Learning Engineer)","Source Code Technologies LLC","Hybrid in Austin, Texas","https://www.dice.com/job-detail/5097dfb5-09e3-4b6b-a860-18557b3a839a","Source Code Technologies LLC

Easy Apply
AI/ML Engineer (Machine Learning Engineer)

Hybrid in Austin, Texas

•

Today

Role: AI/ML Engineer (Machine Learning Engineer)Location: Austin, TX (Hybrid Onsite)Requirement: Must be Ex-AppleWork Authorization: No / s Key Skills RequiredAgentic AI LLM Fine-Tuning Multi-Agent Systems Machine Learning Python

Third Party, Contract

Depends on Experience","Other US AI"
"Principal Machine Learning Engineer - AI Research","General Motors","Hybrid in Mountain View, California","https://www.dice.com/job-detail/d2920397-517c-4057-97f9-a3ffad6b5bab","General Motors

Apply Now
Principal Machine Learning Engineer - AI Research

Hybrid in Mountain View, California

•

Today

Job Description Our AI Research team, reporting directly to the Chief AI Officer, is pioneering how cutting-edge machine learning can transform the way vehicles are designed, manufactured, and experienced. We are building the next generation of intelligent systems-integrating multimodal foundation models, generative AI, and robotics into real-world automotive innovation at global scale. As a Principal Machine Learning Engineer - AI Research, you will serve as a senior technical leader guiding G

Full-time

USD 259,000.00 - 320,000.00 per year","Other US AI"
"Sr Staff DevOps Engineer (Protect AI Platform)","PaloAlto Networks","Seattle, Washington","https://www.dice.com/job-detail/339222b8-c8e9-472d-a85e-b6a1ae3dc3e3","PaloAlto Networks

Apply Now
Sr Staff DevOps Engineer (Protect AI Platform)

Seattle, Washington

•

Today

Company Description Our Mission At Palo Alto Networks everything starts and ends with our mission: Being the cybersecurity partner of choice, protecting our digital way of life. Our vision is a world where each day is safer and more secure than the one before. We are a company built on the foundation of challenging and disrupting the way things are done, and we're looking for innovators who are as committed to shaping the future of cybersecurity as we are. Who We Are We take our mission of

Full-time

USD 126,000.00 - 203,500.00 per year","Other US AI"
"Digital Solution Engineer - Cloud & AI Data","Microsoft Corporation","Texas","https://www.dice.com/job-detail/a8530df6-a5fc-49cc-a902-5691a5b54b9e","Microsoft Corporation

Apply Now
Digital Solution Engineer - Cloud & AI Data

Texas

•

Today

At Microsoft, our mission is to empower every person and organization on the planet to achieve more. As a Digital Solution Engineer - Cloud & AI Data in the Microsoft Elevate team, you will have the unique opportunity to combine purpose with cutting-edge technology. In this role, you'll partner with social impact organizations-from not-for-profits, non-government organizations to social enterprises- you'll help them amplify their societal and environmental impact through AI and Cloud innovation.

Full-time

USD 40.91 - 81.63 per hour","Other US AI"
